conv_index	question_id	label
5661	17588	155
5662	4721	280
5662	33409	253
5662	2136	269
5662	10242	216
5663	19862	63
5663	7717	329
5663	12719	125
5663	27954	130
5663	15420	94
5664	4281	91
5664	31333	75
5665	24002	189
5665	20720	253
5665	13051	216
5666	19135	308
5666	10576	222
5666	12465	268
5666	32217	41
5666	35967	223
5667	42585	329
5667	33491	217
5667	12988	238
5667	31008	224
5667	19199	105
5668	11716	168
5668	38407	223
5668	21873	84
5669	35066	268
5669	37081	319
5669	19533	99
5670	852	61
5670	10139	367
5670	22886	224
5671	4248	251
5671	19439	79
5671	6587	232
5671	19274	97
5671	24989	41
5672	6451	21
5672	2471	272
5673	27030	223
5673	37565	168
5673	17369	223
5674	10366	238
5674	22596	105
5675	20822	367
5675	24558	80
5675	3255	259
5675	2195	21
5676	37048	261
5676	33586	335
5676	9538	92
5677	33674	367
5677	20314	211
5678	31782	329
5678	9703	94
5679	7910	93
5679	34190	93
5679	24938	91
5679	35620	93
5679	7795	93
5679	16091	319
5680	28927	155
5680	38563	155
5680	12292	155
5681	31591	184
5681	37246	327
5681	11948	286
5681	19139	26
5682	32251	72
5682	819	353
5683	19426	328
5683	5480	84
5684	6024	155
5684	25707	155
5685	39668	319
5685	8387	216
5685	19376	268
5685	34087	258
5686	9289	268
5686	5718	217
5686	9044	105
5687	43782	81
5687	33101	149
5688	39318	227
5688	36578	227
5689	21610	367
5689	12547	224
5689	5869	319
5689	4695	319
5689	864	99
5690	36329	73
5690	33095	73
5690	2909	353
5690	11574	268
5691	30916	21
5691	2617	42
5691	20850	160
5691	19980	356
5692	2828	110
5692	28918	224
5693	33745	125
5693	22878	130
5694	28836	319
5694	8061	155
5694	25302	319
5694	0	319
5694	18358	319
5694	7869	21
5694	16711	155
5695	43324	153
5695	36853	272
5696	37781	179
5696	10073	340
5696	28273	149
5696	34838	179
5696	27422	179
5697	27266	319
5697	33657	367
5698	25052	181
5698	13655	261
5698	24695	129
5699	24059	72
5699	1859	353
5699	10715	41
5700	36669	63
5700	23683	217
5700	35683	42
5700	40309	105
5701	17756	89
5701	7771	110
5702	34253	72
5702	9905	353
5703	37866	251
5703	21566	245
5704	33024	75
5704	39468	130
5705	14483	227
5705	3702	227
5706	30566	353
5706	21582	353
5707	114	223
5707	7408	91
5707	34069	227
5707	1062	369
5707	9619	91
5708	24592	150
5708	7695	357
5709	23454	353
5709	15737	73
5709	17904	149
5709	16722	291
5710	39942	72
5710	2062	223
5711	37829	83
5711	20887	272
5711	34946	99
5712	11776	367
5712	4334	80
5712	18123	277
5712	37604	21
5713	26661	73
5713	27957	253
5713	6401	68
5714	7170	340
5714	22405	57
5715	22328	149
5715	37265	149
5715	30612	149
5715	24421	21
5715	27996	149
5715	27571	155
5715	37350	149
5715	4909	149
5715	35128	155
5715	2289	155
5716	29026	367
5716	31994	80
5717	15483	310
5717	663	155
5718	39842	21
5718	35126	367
5719	16357	268
5719	14012	201
5719	24810	261
5719	40030	92
5719	12884	71
5719	874	55
5719	43496	150
5720	762	319
5720	4732	75
5721	30706	91
5721	20482	369
5722	21031	223
5722	38640	168
5722	51	222
5722	14298	353
5722	25750	268
5722	2830	41
5722	31747	223
5723	30421	261
5723	43509	335
5723	11232	92
5723	25077	71
5723	1634	129
5724	39899	73
5724	4007	168
5725	38806	21
5725	11453	369
5725	19884	369
5726	13434	149
5726	26479	149
5726	13586	149
5726	33311	258
5727	29488	165
5727	32088	258
5727	29297	268
5727	27736	268
5728	1269	93
5728	24920	369
5729	17783	124
5729	29494	260
5730	3897	72
5730	12456	260
5730	26280	357
5730	4239	124
5730	3830	17
5731	32813	224
5731	3215	80
5732	27528	149
5732	11102	367
5733	4799	268
5733	26385	367
5733	15876	268
5734	11942	91
5734	34235	272
5734	26128	155
5734	14006	350
5735	35009	153
5735	17864	272
5735	11538	263
5735	27323	125
5735	4151	155
5736	38312	369
5736	25673	369
5737	14478	319
5737	10615	42
5737	18777	351
5738	27601	328
5738	1474	168
5738	28898	73
5739	16900	319
5739	1126	319
5739	8173	238
5740	15303	369
5740	29036	91
5741	20298	72
5741	3636	305
5742	40374	125
5742	22023	22
5742	25755	263
5743	41726	98
5743	38059	149
5744	32774	72
5744	2064	91
5744	28579	206
5745	8620	268
5745	21483	193
5746	18522	73
5746	40589	217
5747	41552	237
5747	27624	374
5747	24167	151
5747	22007	151
5748	1520	68
5748	39571	268
5748	36738	253
5749	25210	353
5749	14937	35
5749	19301	115
5750	16207	129
5750	19582	129
5751	423	222
5751	41195	149
5752	1984	168
5752	12813	168
5753	13727	129
5753	6251	129
5754	21630	248
5754	38058	46
5754	2434	168
5754	7857	159
5755	12227	93
5755	41344	91
5756	21781	75
5756	3467	149
5756	5925	186
5756	8767	36
5756	13221	36
5757	23859	72
5757	17129	99
5758	5532	149
5758	18151	26
5758	2417	129
5758	35012	193
5758	23923	258
5758	20346	268
5758	7490	268
5759	14203	222
5759	30184	223
5759	42433	166
5760	39644	149
5760	11079	253
5760	32075	193
5761	1640	268
5761	7568	216
5761	2192	222
5762	31152	268
5762	397	268
5762	5999	41
5763	26135	224
5763	4576	304
5763	29191	36
5763	38928	304
5763	28529	268
5763	32518	253
5763	33210	23
5763	36811	189
5763	363	280
5763	33465	216
5764	31495	379
5764	39156	233
5765	16345	183
5765	31211	268
5765	43529	79
5765	11908	79
5766	20572	110
5766	25035	224
5767	41697	80
5767	4270	80
5767	6174	297
5768	39831	72
5768	42074	149
5768	5483	149
5768	34296	149
5768	36969	95
5768	5241	3
5769	18535	91
5769	16537	227
5770	6433	72
5770	3434	75
5771	16814	369
5771	36625	304
5771	41339	224
5771	24031	304
5771	14817	93
5772	6180	319
5772	35809	21
5773	5881	353
5773	19099	268
5773	29002	41
5774	9562	179
5774	1377	367
5774	34652	80
5775	20269	367
5775	19490	367
5775	40602	128
5776	1314	216
5776	30686	280
5776	5370	353
5777	3380	63
5777	25296	329
5777	33598	149
5777	12233	149
5778	5498	319
5778	25859	367
5779	35494	155
5779	26836	319
5779	6463	237
5779	40818	23
5779	33658	319
5780	21210	91
5780	16733	369
5780	33332	93
5780	10089	137
5780	13774	91
5780	3376	93
5781	10261	319
5781	42685	99
5782	7636	319
5782	39086	155
5782	8285	165
5782	32234	233
5783	4416	72
5783	40079	110
5783	35248	304
5783	28237	272
5783	10993	272
5784	27263	223
5784	26068	84
5784	30597	328
5784	32717	199
5784	18207	305
5785	6167	245
5785	16533	79
5786	41774	319
5786	30052	155
5787	10575	129
5787	14401	71
5787	7063	92
5788	32990	73
5788	3901	117
5788	6669	183
5789	27138	278
5789	31755	356
5790	39865	72
5790	12987	41
5790	2627	268
5791	17462	233
5791	30546	233
5792	10148	149
5792	43647	367
5792	21897	80
5792	32574	224
5793	9853	224
5793	7385	224
5793	39366	62
5793	23288	149
5793	19513	224
5793	21306	224
5794	30142	272
5794	11954	369
5795	30157	261
5795	33410	129
5796	10791	37
5796	8474	216
5796	18315	216
5796	43423	233
5796	30404	350
5797	4997	223
5797	41088	223
5797	11850	84
5797	12352	328
5798	28764	68
5798	43770	68
5799	31599	223
5799	23902	223
5799	27848	168
5799	2788	223
5800	237	72
5800	25448	149
5801	21637	308
5801	2807	353
5801	27224	268
5801	17928	73
5801	29322	340
5801	411	340
5801	1179	340
5801	27522	340
5802	33265	155
5802	38852	353
5802	41158	350
5802	25565	216
5803	21224	261
5803	19030	150
5804	25063	353
5804	13185	41
5805	33308	61
5805	27029	93
5805	12709	21
5805	16038	125
5806	6546	319
5806	2565	94
5807	290	196
5807	42734	16
5807	40437	26
5808	41916	305
5808	31814	305
5808	3160	14
5809	37938	367
5809	1479	80
5809	37371	367
5809	16142	367
5810	35636	164
5810	26995	168
5810	12673	308
5810	31758	223
5811	41855	328
5811	35412	223
5811	12647	308
5812	16370	72
5812	2458	42
5812	4835	361
5813	27190	21
5813	41522	193
5814	31025	223
5814	4954	168
5814	27345	99
5815	3374	222
5815	13120	308
5815	42048	268
5815	31939	222
5816	15120	353
5816	23452	155
5817	545	149
5817	13330	208
5817	17079	61
5818	5658	261
5818	2702	92
5818	25332	261
5819	14133	217
5819	26549	263
5820	22990	268
5820	16838	280
5820	13297	216
5820	27431	353
5821	12893	128
5821	17789	128
5822	18778	91
5822	15417	369
5822	787	99
5822	34533	36
5822	42129	62
5823	27004	319
5823	13170	285
5823	2959	319
5823	20136	319
5824	38782	99
5824	21597	268
5824	39614	223
5824	23747	80
5824	32625	238
5824	6028	105
5825	30197	125
5825	40190	125
5825	16740	329
5825	1162	263
5826	23749	186
5826	17957	99
5826	37852	272
5827	21723	268
5827	38743	91
5828	39970	93
5828	9829	91
5829	41776	367
5829	439	155
5830	16465	84
5830	40969	73
5830	38418	223
5831	20993	272
5831	17441	99
5832	43337	129
5832	20990	71
5832	8133	201
5832	9862	92
5833	997	26
5833	10271	26
5833	21028	26
5834	32860	89
5834	8230	297
5835	14094	21
5835	41789	94
5836	20940	167
5836	17510	296
5836	5140	253
5837	11619	21
5837	32157	367
5838	40449	149
5838	31734	14
5838	29732	14
5839	25240	149
5839	8624	258
5839	37116	258
5840	4063	353
5840	30181	353
5841	11342	21
5841	19248	94
5842	7258	353
5842	42458	41
5842	37972	73
5843	28111	319
5843	41733	319
5843	36307	93
5844	35869	223
5844	3881	223
5844	33632	73
5845	14812	319
5845	13483	319
5845	33233	41
5845	13073	268
5845	14602	155
5846	8705	63
5846	38490	367
5847	25366	185
5847	14335	295
5847	27946	185
5847	10375	26
5847	39778	21
5847	15118	73
5848	234	91
5848	31527	206
5848	41868	319
5848	16475	91
5848	21672	319
5848	4131	369
5848	10082	206
5849	39853	319
5849	10977	161
5849	24712	161
5849	20569	161
5850	32034	72
5850	20181	168
5850	9407	223
5851	15012	155
5851	27642	155
5852	3508	127
5852	28009	127
5853	9548	347
5853	42334	34
5854	27023	91
5854	23719	155
5854	10367	272
5855	11687	251
5855	21021	129
5856	43800	75
5856	38128	272
5857	2774	73
5857	23951	139
5858	24216	72
5858	37435	99
5859	9252	73
5859	33519	73
5859	21311	355
5859	4009	11
5859	41106	253
5860	24151	319
5860	32191	91
5861	19010	367
5861	12585	36
5861	38255	62
5861	36914	369
5861	4346	21
5861	10555	84
5862	27498	268
5862	31942	216
5862	40560	268
5862	7615	41
5862	37284	268
5863	4433	155
5863	2457	155
5864	20765	193
5864	20451	369
5865	18641	268
5865	21561	353
5866	32792	280
5866	14212	216
5866	18581	353
5866	33698	253
5867	36449	379
5867	12449	93
5867	40896	155
5868	17401	36
5868	41401	128
5869	7299	308
5869	23991	253
5869	10395	73
5869	29835	353
5869	31739	72
5869	11277	319
5869	43395	155
5870	13920	72
5870	33263	99
5870	29123	272
5871	23434	280
5871	4926	268
5871	2506	222
5871	17104	216
5872	37784	95
5872	25517	3
5873	6959	216
5873	11017	149
5874	21600	369
5874	33730	369
5874	21269	91
5874	30357	93
5874	30185	206
5875	7613	98
5875	43177	155
5876	5192	223
5876	24319	168
5877	41212	361
5877	2375	361
5877	16067	160
5878	11457	36
5878	20427	272
5879	39333	319
5879	23159	319
5879	11230	268
5879	35541	367
5879	32101	155
5880	9908	73
5880	26258	168
5880	13423	253
5880	10841	73
5881	26019	72
5881	33106	75
5882	24722	84
5882	21651	84
5883	26728	369
5883	33895	369
5883	19283	91
5884	37949	319
5884	13328	319
5884	2291	149
5884	22941	308
5885	13332	353
5885	30624	268
5885	13322	305
5885	40917	353
5885	20418	41
5886	1662	149
5886	16606	66
5887	21499	99
5887	8694	36
5888	32981	268
5888	14378	353
5889	33092	268
5889	2121	216
5890	2092	319
5890	9348	91
5891	43624	72
5891	24009	91
5891	25890	369
5891	1085	206
5891	17334	21
5892	12894	268
5892	25586	329
5893	26022	73
5893	32520	268
5894	31476	73
5894	21819	355
5895	2526	73
5895	11223	73
5895	7654	155
5896	9398	153
5896	36678	155
5896	43401	272
5897	5173	110
5897	29809	62
5897	22745	272
5897	23939	93
5898	5301	367
5898	29598	63
5899	17115	151
5899	19601	374
5900	12429	72
5900	33428	217
5900	13395	238
5901	20590	21
5901	35806	370
5901	19628	110
5902	42468	89
5902	900	319
5903	15606	353
5903	27677	149
5903	14028	26
5903	31190	108
5904	33495	294
5904	10138	211
5904	34505	367
5904	14579	294
5905	27454	367
5905	5336	36
5905	32300	272
5905	23998	369
5906	18190	223
5906	21170	223
5906	22168	153
5907	21407	21
5907	37080	125
5907	705	22
5907	12216	110
5908	18809	201
5909	16961	72
5909	23187	223
5909	5488	223
5909	3105	84
5910	41326	353
5910	2450	222
5910	24365	353
5911	19550	72
5911	4546	36
5912	6425	268
5912	2044	268
5913	16865	36
5913	1812	62
5914	16175	268
5914	40124	216
5914	32578	216
5915	37776	238
5915	29775	66
5916	11099	105
5916	3522	66
5917	6727	160
5917	39292	194
5918	34486	119
5918	13292	351
5919	26815	268
5919	27486	42
5920	4359	91
5920	19272	72
5920	27909	91
5921	12280	149
5921	38916	369
5921	40689	91
5921	10327	93
5922	12173	321
5922	20225	43
5922	43718	126
5922	32117	217
5923	31895	319
5923	34439	353
5924	22691	268
5924	5421	41
5924	23077	89
5924	2039	308
5924	24385	68
5924	20928	125
5924	32166	261
5925	31168	119
5925	36719	339
5925	35923	351
5926	2663	168
5926	38588	319
5927	20161	367
5927	28990	367
5928	11798	329
5928	18798	21
5929	15311	369
5929	36739	91
5929	12975	193
5929	36842	369
5929	24797	91
5929	5026	369
5929	13355	206
5930	28338	367
5930	12102	367
5931	16384	21
5931	36860	63
5931	38492	14
5931	39587	110
5932	40166	201
5932	22876	131
5932	5049	261
5933	16265	155
5933	23739	238
5933	28020	367
5934	41496	367
5934	10029	80
5934	23562	224
5935	38874	41
5935	359	73
5935	16257	355
5935	32411	268
5935	23286	155
5936	39119	223
5936	30699	168
5936	37401	168
5937	7000	149
5937	20286	149
5937	21426	244
5937	16489	167
5938	12979	129
5938	39446	128
5939	1143	353
5939	1904	268
5940	28609	72
5940	20694	149
5940	37850	149
5941	23579	319
5941	39087	149
5942	32507	261
5942	5874	149
5943	6662	319
5943	13816	93
5943	24362	319
5943	36840	319
5943	23945	91
5943	9250	369
5943	3142	36
5943	3484	319
5943	3980	319
5943	37047	319
5943	8224	93
5943	17101	54
5943	37974	236
5943	23627	93
5944	17844	161
5944	1011	272
5944	28872	272
5945	2970	21
5945	6156	63
5945	40127	272
5945	36069	99
5945	1708	91
5945	13356	319
5946	17394	168
5946	16409	350
5947	22694	353
5947	38641	41
5948	24258	72
5948	38141	80
5948	19709	80
5948	7413	80
5948	39060	80
5948	4326	80
5948	28795	277
5948	20340	179
5948	22015	340
5948	7809	80
5949	8564	72
5949	34933	149
5949	23911	303
5949	40542	167
5950	38742	110
5950	35925	72
5950	13055	73
5950	6789	268
5950	24074	41
5950	3414	222
5950	41634	222
5951	26423	258
5951	40223	216
5951	25880	253
5951	20088	304
5951	20100	353
5951	22222	268
5951	29968	149
5952	7179	72
5952	11122	42
5952	36789	361
5953	17711	268
5953	10667	41
5953	31598	155
5953	10031	155
5954	20137	256
5954	14975	367
5955	39569	223
5955	41154	223
5955	9920	84
5956	9510	36
5956	3895	36
5956	37639	155
5957	35221	223
5957	21424	222
5957	14149	223
5958	33153	268
5958	30202	41
5959	2667	80
5959	21391	224
5960	10221	217
5960	18030	42
5961	32130	155
5961	11933	155
5962	2814	223
5962	905	308
5963	30097	233
5963	40776	216
5964	19991	268
5964	6198	155
5965	13633	319
5965	24607	268
5965	40161	73
5965	13669	353
5965	4257	319
5966	35996	319
5966	23467	36
5967	27817	319
5967	24512	367
5967	12561	367
5967	9186	367
5967	15502	21
5968	29046	72
5968	23332	149
5968	22446	297
5968	34571	367
5968	31941	89
5968	5724	297
5969	20529	125
5969	5504	237
5970	9336	72
5970	41330	99
5971	22545	36
5971	34776	62
5972	27255	216
5972	9553	268
5972	29551	280
5973	42887	224
5973	31233	278
5974	43162	268
5974	18664	41
5974	8770	89
5974	27648	223
5974	38387	222
5974	10544	73
5974	6945	21
5975	13261	72
5975	25689	155
5976	25760	319
5976	12148	223
5977	34853	367
5977	20974	63
5977	30653	80
5977	35965	369
5978	12908	319
5978	38653	319
5978	43485	319
5978	43281	41
5978	34367	268
5978	3487	99
5978	12345	367
5978	14259	89
5978	26146	223
5979	27358	280
5979	6166	268
5980	16686	110
5980	518	125
5980	8454	22
5981	13765	72
5981	3667	161
5981	29176	224
5981	18196	110
5981	32916	185
5981	15590	155
5982	5043	319
5982	26120	268
5982	30676	80
5982	23629	367
5983	1361	353
5983	26274	268
5983	32786	202
5983	26832	261
5984	24397	223
5984	15041	73
5985	13085	175
5985	32177	165
5986	3058	319
5986	25793	93
5986	224	268
5987	937	268
5987	26905	280
5987	23236	149
5988	16815	149
5988	13336	90
5988	1855	90
5988	11612	149
5988	39278	204
5989	38195	89
5989	31709	89
5989	43168	253
5989	42759	280
5989	4240	269
5989	17781	222
5989	37135	253
5989	372	268
5989	14950	168
5989	34156	21
5990	5073	110
5990	14286	304
5990	33604	89
5990	12549	110
5990	20139	61
5990	16192	224
5990	37214	253
5990	36475	253
5990	49	253
5990	21457	23
5990	11506	251
5990	40087	79
5990	38379	232
5990	1459	305
5990	36841	304
5991	15190	141
5991	15823	149
5991	5038	248
5992	37466	110
5992	43768	21
5993	5966	223
5993	38540	223
5994	2908	72
5994	22377	165
5994	14489	272
5994	36905	21
5994	30281	63
5994	35371	238
5995	26538	319
5995	11161	272
5995	15139	217
5995	8112	272
5996	25741	125
5996	42673	125
5997	12198	379
5997	33802	253
5998	8391	353
5998	32490	353
5998	25634	149
5998	17962	70
5999	32857	268
5999	33831	268
6000	31083	319
6000	21317	75
6000	16299	319
6000	25120	319
6001	14470	340
6001	38460	93
6001	16310	93
6001	2031	149
6001	14609	224
6001	41289	149
6001	10483	272
6002	4308	272
6002	41199	149
6002	13482	186
6002	17993	329
6002	9547	105
6002	23402	217
6003	20507	181
6003	26961	181
6003	29047	191
6004	5528	137
6004	27002	93
6004	24642	369
6004	28447	36
6004	43192	91
6005	43279	369
6005	43887	369
6005	33667	369
6005	43474	99
6005	19639	272
6006	30965	21
6006	26723	328
6007	10384	91
6007	41453	91
6008	30942	72
6008	37722	272
6009	5466	367
6009	25576	72
6009	10438	72
6009	33655	319
6009	12685	367
6010	34335	46
6010	40299	46
6010	33827	27
6010	34	46
6011	37417	72
6011	35374	36
6012	42272	216
6012	6473	253
6012	16902	363
6012	20268	210
6013	17511	223
6013	23437	328
6013	27822	343
6014	26561	184
6014	43449	268
6014	9169	327
6014	39490	13
6014	37800	353
6014	3907	253
6015	8593	278
6015	10891	194
6015	30895	171
6015	6962	182
6015	27122	278
6016	34658	367
6016	38584	89
6016	27567	297
6016	11052	21
6016	39887	80
6016	11238	80
6017	21161	72
6017	43038	206
6018	24950	367
6018	36908	89
6018	25606	217
6019	23904	263
6019	29030	263
6020	2694	353
6020	8821	165
6020	30902	73
6020	8271	308
6020	13629	168
6021	16705	367
6021	21275	367
6021	5432	80
6021	25321	89
6021	19512	99
6021	36407	272
6021	13849	268
6021	11940	21
6021	18926	222
6022	19331	72
6022	13079	149
6022	5971	149
6022	43694	268
6022	41752	216
6023	16012	319
6023	558	361
6023	19625	42
6024	27976	319
6024	40558	91
6025	28932	237
6025	16506	125
6025	10703	329
6025	37102	94
6025	11197	91
6025	37907	272
6025	8501	99
6026	2842	72
6026	14729	353
6026	8150	41
6027	9869	91
6027	34222	272
6028	24851	93
6028	14718	155
6029	43849	99
6029	22457	36
6030	10657	72
6030	41769	110
6031	23032	369
6031	38884	91
6031	27589	206
6032	36989	165
6032	34338	233
6032	35083	280
6032	25913	334
6033	17297	129
6033	12220	71
6033	41491	92
6034	38284	72
6034	40632	55
6035	39027	319
6035	36747	319
6035	27239	186
6035	12314	99
6036	7025	363
6036	6345	149
6036	30161	149
6036	8732	83
6037	16150	248
6037	32257	13
6037	7895	248
6037	1702	305
6037	17620	13
6038	21001	223
6038	21346	308
6038	40441	308
6039	24585	75
6039	15814	99
6040	30934	91
6040	31121	369
6040	15835	91
6041	35747	91
6041	1589	369
6041	15632	91
6042	34645	113
6042	4650	278
6042	23910	278
6042	27302	278
6043	30438	369
6043	4787	206
6043	20667	91
6044	13304	149
6044	13871	319
6044	1723	153
6045	32039	223
6045	14662	168
6046	21688	161
6046	42132	161
6047	17541	155
6047	33438	155
6048	2266	72
6048	12284	223
6049	42808	93
6049	4719	369
6050	38177	179
6050	43825	367
6050	20584	89
6051	6413	108
6051	39005	108
6051	12083	26
6051	36671	268
6051	40212	253
6052	11822	319
6052	584	75
6052	11744	319
6052	39496	272
6052	21053	75
6053	10120	261
6053	27671	92
6054	25336	94
6054	1004	268
6054	38861	94
6054	11474	329
6055	22804	99
6055	37708	328
6056	15193	369
6056	43163	91
6057	1132	268
6057	32861	46
6058	33369	93
6058	20892	66
6059	385	268
6059	3550	183
6059	39284	268
6059	21907	216
6060	7752	223
6060	15050	343
6060	21481	350
6061	7105	380
6061	36265	350
6061	29902	237
6061	1731	155
6062	23829	72
6062	22522	72
6062	19795	129
6062	27413	71
6062	20284	92
6063	5678	42
6063	28211	361
6063	40380	12
6064	29364	72
6064	41074	280
6064	7314	280
6064	611	269
6064	6	269
6065	14841	143
6065	15554	74
6066	4900	353
6066	23632	26
6066	13193	184
6067	6988	319
6067	8416	216
6067	40808	319
6068	5738	181
6068	23819	25
6068	41622	82
6069	34938	72
6069	33470	149
6069	14322	89
6069	20811	319
6070	28076	224
6070	17581	304
6070	34581	367
6070	14275	304
6070	36230	80
6070	20089	304
6071	8034	223
6071	24773	328
6072	2801	319
6072	15671	319
6072	31459	319
6072	39361	319
6072	17776	319
6072	30813	340
6072	1496	340
6072	3388	319
6072	5926	236
6072	20483	340
6072	8302	319
6072	14482	340
6073	5015	319
6073	41209	91
6073	8116	319
6073	17703	91
6073	15902	319
6074	38703	308
6074	15615	93
6074	43615	369
6074	15278	206
6075	17328	319
6075	27754	21
6075	30006	272
6076	1430	36
6076	2420	268
6076	18782	183
6077	1857	261
6077	21693	350
6078	21380	161
6078	11267	319
6078	19822	319
6078	23256	224
6078	20240	319
6079	35255	245
6079	39559	79
6079	40598	165
6079	32430	295
6079	37181	185
6080	33961	216
6080	7574	89
6080	4680	253
6080	8299	268
6081	39302	91
6081	37669	155
6081	31167	155
6081	8494	155
6082	2525	99
6082	34518	272
6082	5495	36
6083	42817	224
6083	39117	304
6083	38401	137
6083	6652	80
6083	19942	304
6084	37905	99
6084	37201	268
6084	7837	149
6084	8873	41
6084	30405	36
6084	42931	185
6084	14155	185
6085	6997	175
6085	42608	268
6085	9194	233
6085	14334	165
6085	7101	258
6086	14599	268
6086	25220	367
6086	20882	125
6086	29556	211
6087	6328	369
6087	8145	91
6088	30744	75
6088	38042	272
6088	41811	99
6089	32620	125
6089	31113	329
6089	23578	94
6089	13480	119
6089	12819	217
6089	20188	52
6090	4309	151
6090	16331	374
6091	34727	353
6091	27005	73
6091	43923	223
6091	16480	84
6091	24988	76
6091	32049	357
6091	2304	260
6091	5949	90
6092	24933	72
6092	32295	125
6092	265	22
6092	27117	94
6093	37627	261
6093	23754	71
6093	26747	150
6094	24603	268
6094	41612	41
6095	37067	353
6095	13424	280
6096	6025	223
6096	18545	84
6096	20665	76
6096	18974	357
6096	2889	223
6096	25656	168
6096	21691	155
6096	13700	319
6096	16220	155
6097	18504	329
6097	31866	329
6097	10892	125
6097	38478	42
6098	42907	160
6098	36606	160
6099	23486	268
6099	24372	272
6100	9605	108
6100	40922	26
6100	17348	268
6100	11445	41
6101	31876	72
6101	24491	149
6101	10132	149
6102	24102	89
6102	41312	297
6102	32494	259
6103	41211	72
6103	17291	376
6104	29117	61
6104	43270	149
6104	10178	110
6104	35861	110
6104	10510	93
6104	40905	340
6104	26210	340
6104	38213	54
6104	29029	340
6105	31343	308
6105	29065	41
6106	8949	91
6106	26107	206
6107	29539	343
6107	28757	343
6108	7861	305
6108	4253	253
6108	22331	268
6108	1960	222
6108	8681	353
6108	6322	223
6108	35901	308
6108	4724	54
6108	3488	98
6108	35247	353
6108	43275	222
6108	37826	101
6108	27529	51
6109	5960	278
6109	15588	149
6110	4377	329
6110	25185	329
6110	14141	370
6110	41680	346
6110	37707	332
6111	6791	367
6111	37864	272
6111	33283	319
6112	14436	223
6112	14656	46
6113	22936	268
6113	17424	36
6114	29233	155
6114	24325	84
6114	20322	328
6114	25782	319
6115	43598	105
6115	34213	93
6115	43258	272
6115	42897	91
6116	6561	125
6116	4352	22
6117	2193	319
6117	5635	75
6117	116	83
6117	36380	319
6118	12862	224
6118	22568	89
6118	15529	110
6118	31269	137
6118	20203	80
6118	18259	259
6118	18714	194
6118	40420	160
6118	43608	171
6118	14818	278
6118	14444	182
6118	43147	113
6118	25842	356
6118	12660	367
6119	14213	110
6119	22673	22
6120	11353	319
6120	29555	319
6120	34311	367
6121	14619	319
6121	42108	319
6121	8515	36
6122	38954	202
6122	22134	73
6122	30548	73
6123	18031	329
6123	27063	329
6124	35716	124
6124	17002	260
6124	33365	129
6125	29996	223
6125	29486	223
6126	12175	149
6126	41921	41
6126	24443	269
6127	17051	27
6127	37227	26
6128	77	72
6128	24184	329
6129	2699	268
6129	28205	89
6129	14204	367
6130	11845	367
6130	15921	367
6131	2677	80
6131	18713	224
6131	28479	272
6131	10313	367
6131	26293	21
6131	28438	125
6131	2745	367
6132	43900	319
6132	40112	93
6133	6495	319
6133	40952	93
6134	7896	268
6134	15801	268
6134	28553	258
6135	16497	83
6135	28160	202
6135	29436	183
6136	37987	179
6136	29416	149
6136	6357	21
6136	42211	272
6136	15074	258
6136	16965	21
6136	40932	63
6136	13682	238
6136	39549	105
6136	41706	263
6136	7008	349
6136	18073	362
6137	16266	51
6137	15019	72
6137	42246	353
6137	30796	268
6138	41594	124
6138	38228	260
6139	4635	93
6139	33769	93
6139	42029	91
6139	40982	206
6139	33636	46
6139	18874	355
6139	28269	41
6140	32480	99
6140	11184	153
6141	43476	149
6141	27474	41
6141	25373	73
6141	12163	139
6142	4553	72
6142	42947	149
6142	18973	305
6142	40240	305
6142	15473	216
6143	35840	328
6143	30850	350
6144	39759	224
6144	19220	319
6145	23623	155
6145	27994	367
6146	2415	129
6146	37578	129
6147	28245	91
6147	32539	91
6147	17326	369
6147	14183	206
6148	15043	353
6148	8868	41
6149	8219	110
6149	23844	93
6150	37500	353
6150	907	89
6150	7979	223
6151	5331	72
6151	36070	84
6151	30960	328
6152	21540	150
6152	41483	71
6152	43267	92
6152	5083	261
6153	34719	223
6153	2148	73
6153	862	308
6153	4109	168
6154	21366	129
6154	19989	92
6155	17543	41
6155	21077	41
6156	42568	268
6156	8885	268
6156	20308	216
6157	21894	380
6157	42091	253
6158	39215	91
6158	26642	319
6159	4845	223
6159	38843	72
6159	24103	353
6160	3455	346
6160	15981	346
6161	30109	319
6161	347	353
6162	4504	72
6162	33554	17
6162	34506	17
6163	27657	305
6163	6064	353
6164	28187	256
6164	4565	89
6165	16256	91
6165	27181	21
6166	16894	319
6166	20154	99
6166	38826	263
6167	27088	367
6167	14340	80
6167	35614	367
6167	2738	272
6167	3625	367
6167	18024	186
6167	33666	63
6167	9685	367
6167	10391	21
6167	3695	125
6168	21750	319
6168	2546	129
6169	36450	223
6169	39888	84
6169	39905	193
6169	34258	223
6170	14889	353
6170	40359	253
6171	30391	36
6171	23414	272
6172	36372	149
6172	7924	216
6173	39379	268
6173	18302	216
6174	6065	223
6174	26834	308
6175	29150	72
6175	18835	41
6175	22855	66
6175	23849	305
6175	6372	149
6176	37710	361
6176	18490	155
6176	5696	155
6177	13459	124
6177	22174	149
6177	39629	124
6178	31	367
6178	43052	80
6179	41828	268
6179	12874	369
6179	3270	91
6179	35394	155
6180	37050	367
6180	23071	80
6180	26267	297
6181	28116	125
6181	39728	217
